25,26,30,36,40,42,42,42,42,42,42,42,41,41,41,41,41,41,41,41,40,40,39,38,35,32,30,29,27,26,26,26,25,25,25,24,24,24,23,23,22,21,19,16,14,13,12,12,12,11,11,11,11,11,11,10,10,10,9,8,5,0,3,3,3,3,3,3,3,4,5,7,8,9,9,10,10,10,10,11,11,11,11,11,11,11,10,9,8,6,0,0,0,0,0,0,0,0,0,0
26,27,32,37,41,42,42,42,42,42,42,41,41,41,41,41,41,40,40,39,37,36,36,36,37,37,36,34,32,30,29,27,26,25,25,25,24,24,24,23,23,22,21,19,16,14,13,12,12,12,11,11,11,11,11,10,10,10,9,8,6,4,4,4,4,4,4,4,5,5,5,6,8,9,9,10,10,10,10,11,11,11,11,11,11,11,11,11,11,10,8,6,0,0,0,0,0,0,0,0
26,29,34,39,41,42,42,42,42,42,42,42,41,41,41,41,40,39,37,34,32,30,30,32,35,38,39,38,37,35,33,29,26,25,25,25,24,24,24,24,23,23,22,21,19,16,14,13,12,12,12,11,11,11,11,11,10,10,10,8,7,5,5,5,5,5,5,5,5,5,5,6,7,8,9,10,10,10,10,11,11,11,11,12,12,12,12,12,12,11,11,10,7,0,0,0,0,0,0,0
26,30,36,40,42,42,43,43,42,42,42,42,41,41,41,40,39,36,32,29,28,27,27,28,31,35,38,39,39,38,35,30,26,25,25,25,25,24,24,24,24,23,23,22,21,19,16,13,12,12,12,12,11,11,11,11,10,10,10,9,8,7,6,5,5,5,5,5,5,5,5,6,7,8,9,10,10,10,10,11,11,11,12,12,12,12,12,12,12,12,11,11,9,6,0,0,0,0,0,0
26,30,36,40,42,43,43,43,43,42,42,42,42,41,41,40,37,33,28,26,26,25,25,26,28,31,34,36,36,35,33,29,26,25,25,25,25,25,24,24,24,24,23,23,22,21,18,15,13,12,12,12,12,11,11,11,11,10,10,10,9,8,8,7,6,6,6,6,6,6,6,6,7,8,9,9,10,10,11,11,11,12,12,12,12,12,12,12,12,12,12,11,10,7,0,0,0,0,0,0
26,29,34,39,42,43,43,43,43,43,43,42,42,41,41,40,37,32,28,26,25,25,25,25,26,27,29,30,30,30,29,27,26,25,25,25,25,25,25,25,24,24,24,23,23,22,20,17,14,13,12,12,12,11,11,11,11,11,10,10,10,9,9,8,8,8,8,8,8,8,8,8,8,9,9,10,10,10,11,11,11,12,12,12,12,12,12,12,12,12,11,11,11,8,0,0,0,0,0,0
25,27,32,37,41,42,43,43,43,43,43,43,42,42,41,41,39,35,29,26,25,25,25,25,25,25,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,24,24,24,23,23,21,19,17,15,13,12,12,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,12,12,12,12,12,12,12,12,12,11,11,11,9,6,0,0,0,0,0
25,26,29,35,39,41,42,43,43,43,43,43,42,42,41,41,40,37,32,27,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,23,22,21,20,17,14,13,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,11,11,11,12,12,12,12,12,12,12,12,12,11,11,11,10,7,0,0,0,0,0
24,25,27,31,36,39,42,43,43,43,43,43,42,42,41,41,40,39,34,29,26,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,25,25,25,24,24,24,23,23,22,21,19,15,13,12,12,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,12,12,12,12,12,12,12,12,12,11,11,11,10,8,0,0,0,0,0
24,24,25,27,31,36,39,42,42,43,43,43,42,42,41,41,41,40,36,30,26,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,24,24,24,23,23,22,19,15,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,12,12,11,11,11,11,9,6,0,0,0,0
23,24,24,25,27,31,36,39,41,42,42,42,42,42,41,41,41,40,37,31,27,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,22,19,15,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,12,12,11,11,11,11,10,8,0,0,0,0
23,23,24,24,25,27,31,36,39,41,42,42,42,41,41,41,41,40,37,32,28,25,25,24,24,24,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,23,23,23,22,19,15,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,10,9,6,0,0,0
23,23,23,24,24,25,27,31,35,39,40,41,41,41,41,41,40,40,36,31,27,25,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,23,23,23,22,21,18,14,13,12,12,11,11,11,11,11,11,11,11,11,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,7,0,0,0
22,23,23,23,24,24,25,27,31,34,37,39,40,40,40,40,39,38,34,29,26,25,24,24,23,23,23,22,22,23,23,23,23,23,23,23,23,23,23,23,24,24,24,23,23,23,22,21,19,16,13,12,12,12,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,7,0,0,0
22,22,23,23,24,24,24,25,27,29,32,34,36,36,36,36,36,34,30,27,25,24,24,23,23,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,22,21,20,18,16,14,12,12,12,12,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,8,0,0,0
22,22,22,23,23,24,24,24,25,26,27,29,30,30,30,30,30,29,27,25,25,24,23,23,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,22,21,19,16,15,13,12,12,12,12,12,12,11,11,11,11,11,12,12,12,12,12,13,13,13,14,13,13,13,13,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,7,0,0
20,21,22,22,23,23,24,24,24,25,25,26,26,27,27,27,26,26,25,25,24,24,23,22,22,21,21,21,22,22,22,22,22,22,22,22,22,22,23,23,23,23,22,21,19,16,14,13,12,12,12,12,12,12,12,11,11,11,11,11,12,12,12,12,13,15,15,16,17,16,16,15,15,15,14,13,12,12,12,11,11,11,11,11,11,10,10,10,11,11,11,11,11,11,11,11,10,9,6,0
17,18,20,21,22,23,23,24,24,25,25,25,26,26,26,26,25,25,25,24,24,23,23,21,20,19,19,19,20,21,21,21,21,20,20,21,21,22,22,22,22,22,21,19,16,13,12,12,12,12,12,12,12,12,12,11,11,11,11,12,12,12,12,14,16,18,19,20,20,20,20,19,19,19,18,16,14,12,12,12,11,11,11,11,11,10,10,10,10,11,11,11,11,11,11,11,11,10,8,0
14,15,17,20,22,23,23,23,24,24,25,25,25,26,26,25,25,25,24,24,23,23,22,20,17,16,15,16,16,18,19,19,18,17,17,18,19,19,19,19,19,19,18,16,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,16,19,21,22,22,22,22,22,22,22,22,21,19,16,13,12,12,12,11,11,11,11,11,11,10,10,10,11,11,11,11,11,11,11,10,9,8
13,13,16,19,22,22,23,23,24,24,25,25,25,25,25,25,25,24,24,24,23,23,22,19,16,14,13,13,14,15,15,15,15,14,14,15,15,15,15,15,15,15,14,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,16,19,21,22,23,23,23,23,23,23,23,23,22,21,18,15,13,12,12,12,12,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,10,10
12,13,16,19,22,22,23,23,24,24,25,25,25,25,25,25,25,24,24,23,23,23,22,19,15,13,12,12,13,13,13,13,13,12,12,13,13,13,13,13,13,13,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,14,16,19,21,22,23,23,23,23,23,23,23,23,23,23,22,20,16,14,13,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10
13,14,17,20,22,23,23,23,24,24,25,25,25,25,25,25,24,24,24,23,23,22,22,19,15,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,12,12,12,12,13,14,14,15,14,14,13,14,16,19,21,22,23,23,24,24,24,24,24,24,23,23,23,22,21,19,16,14,13,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11
14,16,19,21,22,23,23,24,24,24,25,25,25,25,25,24,24,24,23,23,23,22,21,18,15,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,13,15,16,18,19,18,17,16,17,19,21,22,23,23,24,24,24,24,24,24,24,24,23,23,23,22,21,19,16,14,13,13,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11
17,19,21,22,23,23,23,24,24,25,25,25,25,25,25,24,24,24,23,23,23,22,20,16,14,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,14,17,19,21,21,21,20,20,20,21,22,23,23,24,24,24,24,24,24,24,24,24,23,23,23,23,22,21,19,17,16,15,15,14,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11
20,21,22,23,23,23,24,24,25,25,26,26,26,25,25,24,24,24,23,23,22,22,19,16,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,15,19,21,22,22,22,22,22,22,22,23,23,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,22,21,20,19,19,19,18,16,14,13,12,12,12,12,12,11,11,11,11,11,11,11
22,22,22,23,23,24,24,25,25,27,29,30,29,27,26,25,24,24,23,23,22,22,19,15,13,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,14,18,21,22,23,23,23,23,23,23,23,23,24,24,24,25,25,25,24,24,24,24,23,23,23,23,23,23,22,22,22,22,22,21,19,16,15,13,12,12,12,12,12,12,12,12,12,12,12
22,22,23,23,23,24,24,25,27,30,34,35,34,31,28,26,25,24,24,23,22,22,19,16,13,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,13,16,20,22,23,23,23,23,23,23,23,23,24,24,25,25,25,25,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,22,21,20,18,16,14,13,12,12,12,12,12,12,12,12,12
22,22,23,23,24,24,25,26,29,34,38,39,38,35,32,29,26,25,24,23,23,22,20,16,14,12,12,12,12,11,11,10,9,8,7,7,7,7,7,7,7,7,7,8,9,10,10,10,11,11,12,12,15,18,21,22,23,23,23,23,23,23,24,24,24,25,25,25,25,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,22,21,19,16,14,13,12,12,12,12,12,13,13,14
22,22,23,23,24,24,25,27,32,37,40,41,41,39,37,33,29,26,24,24,23,22,21,18,15,13,12,12,11,10,9,8,6,0,0,0,0,0,0,0,0,0,0,0,6,7,9,10,11,11,11,12,13,16,20,22,22,23,23,23,23,23,24,24,24,25,25,25,25,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,21,19,16,15,14,13,13,13,13,15,16,18
22,22,23,23,24,24,25,29,34,39,41,41,41,41,40,37,32,27,25,24,23,23,22,20,16,14,12,12,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,11,11,12,12,15,18,20,22,22,22,23,23,23,24,24,24,25,25,25,25,24,24,24,24,23,23,23,24,24,24,24,24,24,24,24,24,23,23,23,22,21,20,18,16,15,14,14,16,18,20,21
22,22,23,23,24,24,26,30,36,40,41,41,42,42,41,39,34,29,25,24,24,23,22,21,19,16,13,12,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,11,11,12,13,15,18,20,21,22,22,23,23,24,24,24,25,25,25,24,24,24,24,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,23,23,22,22,21,20,18,17,17,19,21,22,22
20,22,23,23,24,24,26,30,36,40,41,41,42,42,41,40,36,30,26,24,24,23,23,22,21,18,15,13,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,11,11,12,13,15,16,18,20,21,23,23,24,24,24,24,25,24,24,24,24,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,23,23,23,22,22,21,20,20,21,22,22,22
20,21,22,23,24,24,26,29,34,39,41,41,42,42,41,40,36,30,26,25,24,24,23,23,22,20,16,14,12,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,11,12,12,13,14,15,17,20,22,23,23,24,24,24,24,24,24,24,23,23,23,23,23,23,23,24,24,24,24,24,24,25,25,25,25,24,24,24,24,23,23,22,22,22,22,23,23,23
20,21,22,23,24,24,25,27,32,37,40,41,41,41,41,40,36,30,26,25,24,24,24,23,22,21,18,15,13,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,11,11,12,12,12,13,15,18,21,23,23,24,24,24,24,24,24,23,23,23,23,23,23,23,23,24,24,24,24,25,25,25,26,26,26,26,26,25,25,24,24,23,23,23,23,23,23,23
20,21,22,23,24,24,25,26,29,34,38,40,41,41,41,40,36,30,26,25,25,24,24,24,23,22,20,16,13,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,11,11,12,12,12,13,16,20,22,23,23,24,24,24,24,23,23,23,23,23,23,23,23,23,24,24,24,25,25,26,27,29,30,30,30,30,29,27,26,25,24,24,23,23,23,24,24
17,19,21,22,23,24,24,25,27,31,35,38,40,40,40,40,36,30,26,25,25,25,24,24,23,23,21,18,14,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,11,11,11,12,12,13,15,18,21,22,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,25,26,27,29,32,34,36,36,36,36,34,32,29,27,25,25,24,24,24,24,24
14,16,19,21,23,23,24,25,26,27,31,34,36,37,39,39,35,30,26,25,25,25,25,24,24,23,22,19,15,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,10,11,11,12,12,13,16,19,21,22,23,23,23,23,23,23,23,23,23,23,23,23,24,24,25,25,27,30,34,37,39,40,40,40,40,39,37,35,32,29,27,25,25,24,24,24
10,12,15,19,21,23,24,24,25,26,27,29,30,32,34,35,33,29,26,26,25,25,25,24,24,23,22,19,15,13,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,8,10,11,11,12,13,16,18,20,21,22,22,22,23,23,23,23,23,23,23,23,24,24,25,26,29,34,38,40,41,41,41,41,41,41,40,39,37,34,30,27,25,25,25,25
0,8,12,16,19,22,23,24,24,25,25,26,26,27,29,29,29,27,26,26,26,25,25,25,24,23,22,19,15,13,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,11,12,13,15,16,18,19,20,21,22,23,23,23,23,23,23,24,24,24,25,26,30,36,40,41,41,41,41,42,42,42,41,41,40,38,35,31,28,26,26,26
0,0,9,13,16,20,22,23,24,24,25,25,25,25,26,26,26,26,26,26,26,25,25,25,24,23,22,19,15,13,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,12,13,13,15,15,17,19,21,22,23,23,23,23,23,24,24,24,25,26,30,36,40,41,41,41,41,42,42,42,42,42,41,41,39,35,32,30,30,30
0,0,7,11,14,18,21,23,23,24,24,24,24,25,25,25,25,25,25,25,25,25,25,24,24,23,22,19,15,13,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,12,12,12,13,13,14,17,20,22,23,23,23,23,23,24,24,24,25,26,30,36,40,41,41,41,41,42,42,42,42,42,42,41,41,39,37,36,36,36
0,0,0,9,13,16,19,21,23,23,24,24,24,24,24,25,25,25,25,25,25,25,25,24,24,23,22,19,15,13,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,11,12,12,12,12,13,15,19,22,23,23,23,23,23,23,24,24,25,26,29,34,39,40,41,41,41,42,42,42,42,42,42,42,41,41,40,40,40,40
0,0,0,8,12,13,16,19,21,23,23,24,24,24,24,24,24,25,25,25,25,24,24,24,23,23,22,19,15,13,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,11,11,12,12,12,13,15,18,21,22,23,23,23,23,23,23,24,24,25,27,32,37,40,41,41,41,42,42,42,42,42,42,42,42,41,41,41,41,40
0,0,0,8,11,12,14,16,20,22,23,23,23,24,24,24,24,24,24,24,24,24,24,23,23,23,22,19,15,13,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,11,11,12,12,12,13,14,16,20,22,22,23,23,23,23,23,24,24,25,26,29,34,39,40,41,41,41,42,42,42,42,42,42,42,41,41,41,41,41
0,0,0,8,11,12,13,15,18,21,22,23,23,23,24,24,24,24,24,23,23,22,22,22,21,21,20,18,14,12,11,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,11,11,12,12,12,12,13,15,18,21,22,22,22,23,23,23,23,24,24,25,27,32,37,40,41,41,41,42,42,42,42,42,42,42,41,41,41,40,40
0,0,0,8,11,12,12,14,16,20,22,23,23,23,23,23,23,23,23,22,20,18,16,16,16,16,16,14,12,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,11,11,11,12,12,12,12,13,14,16,19,21,22,22,22,23,23,23,24,24,25,26,30,36,40,41,41,41,41,42,42,42,42,41,41,41,41,40,39,37
0,0,0,8,11,12,12,13,15,18,21,22,22,23,23,23,23,23,22,20,15,0,0,0,0,0,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,8,9,10,10,11,11,12,12,12,12,12,13,14,16,19,21,22,22,23,23,23,24,24,25,26,30,35,39,40,41,41,41,41,41,41,41,40,40,40,39,37,35,32
0,0,0,8,11,12,12,12,13,16,18,20,21,22,22,22,22,22,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,6,7,8,9,10,10,10,11,11,12,12,12,12,12,12,13,14,16,19,21,22,22,23,23,24,24,25,26,29,33,36,39,39,40,40,40,40,40,39,37,36,36,34,32,29,28
0,0,0,9,11,12,12,12,12,13,15,16,18,20,21,21,22,22,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,6,6,8,9,9,10,10,11,11,11,12,12,12,12,12,12,13,14,17,20,22,22,23,23,24,24,25,25,27,29,32,34,36,36,36,36,36,36,34,32,30,30,29,27,26,26
0,0,7,10,11,12,12,12,12,12,13,14,15,16,18,19,20,21,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,5,5,5,6,8,9,10,10,11,11,11,12,12,12,12,12,12,12,13,16,19,22,23,23,23,24,24,25,25,25,26,27,29,30,30,30,30,30,30,29,27,27,26,26,26,25,25
0,7,10,11,11,12,12,12,12,12,12,12,13,13,14,15,16,18,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,5,6,7,8,9,10,11,11,11,12,12,12,12,12,12,12,13,15,19,22,23,23,23,24,24,24,25,25,25,26,26,27,27,27,27,27,27,26,26,25,25,25,25,25,25
